1630943603.000000, 1630943603.000000, 1630943603.000000
32.000000, 32.000000, 32.000000
-60,-1,22
-65,-8,16
-65,-8,18
-59,-7,14
-62,-12,19
-58,-10,28
-62,-18,19
-58,-13,22
-61,-10,28
-62,-10,23
-60,-3,21
-60,-8,25
-60,-7,22
-65,-9,19
-63,-8,27
-69,-1,39
-60,9,19
-78,29,-7
-43,52,-18
-27,40,-2
-1,4,19
4,-10,29
-27,-15,30
-8,-21,48
-70,-17,39
-90,27,38
-70,42,16
-100,93,15
-128,109,43
-17,89,55
13,48,24
-39,62,10
-17,33,16
-1,67,17
-10,75,19
9,77,24
1,75,20
12,73,17
14,66,15
16,64,16
22,53,17
21,55,17
21,50,19
16,50,18
23,75,18
3,56,18
6,64,16
-25,55,12
-13,87,20
-30,54,22
-23,72,30
-20,75,31
-24,61,33
-21,53,31
-19,42,27
-57,56,11
-76,57,-7
-66,54,-3
-68,53,0
-50,40,5
-52,34,2
-45,29,7
-49,24,18
-49,21,23
-49,22,29
-52,21,29
-56,27,47
-49,18,33
-45,15,34
-48,13,31
-39,7,30
-39,2,26
-46,8,44
-42,15,59
-44,4,47
-47,1,38
-64,3,37
-47,-6,43
-39,-9,46
-41,-6,49
-38,-6,53
-45,-6,56
-49,-4,56
-44,-1,49
-44,1,45
-42,1,47
-25,-2,56
-29,2,59
-44,-1,54
-36,-1,50
-40,1,48
-46,1,46
-53,5,46
-56,9,47
-49,7,47
-46,4,43
-47,0,43
-50,-1,47
-48,-5,46
-54,-11,43
-56,-7,38
-43,-9,34
-43,-6,35
-45,-2,31
-39,-4,25
-40,-5,33
-71,7,50
-67,5,52
-52,-5,37
-49,-9,34
-51,-3,38
-53,1,43
-53,2,43
-51,0,40
-51,-1,40
-50,-2,39
-52,2,43
-54,3,43
-55,5,37
-53,3,35
-49,1,39
-45,-2,48
-46,-2,49
-51,2,44
-53,3,40
-57,4,34
-62,5,39
-60,2,39
-55,-2,42
-58,-2,42
-46,-10,43
-50,-8,44
-49,-6,43
-47,-7,43
-49,-7,44
-42,-10,42
-40,-11,40
-39,-11,45
-36,-7,50
-35,-5,51
-41,-6,40
-41,-6,38
-36,-2,55
-34,0,67
-40,-2,59
-40,-5,48
-37,-5,46
-37,-2,48
-44,-4,49
-50,-2,55
-45,-3,52
-42,-6,50
-42,-5,49
-43,-4,52
-46,-5,48
-45,-5,48
-45,-5,47
-43,-6,43
-44,-5,43
-45,-5,44
-50,-4,50
-48,-4,49
-44,-7,45
-44,-6,46
-45,-6,47
-46,-6,47
-46,-6,46
-46,-5,45
-46,-5,45
-48,-4,44
-47,-4,44
-47,-5,45
-48,-6,46
-49,-6,45
-48,-6,44
-48,-6,44
-47,-6,44
-48,-6,44
-48,-5,43
-48,-5,43
-48,-5,43
-48,-5,44
-48,-6,44
-48,-6,44
-49,-5,44
-49,-5,43
-48,-5,43
-49,-6,43
-49,-6,43
-49,-6,44
-49,-6,43
-49,-6,43
-48,-6,43
-48,-6,43
-48,-7,45
-49,-8,48
-56,-7,58
-59,-20,64
-63,-25,69
-56,-28,40
-31,-12,56
12,-2,88
-3,-8,78
-10,-7,54
-2,-4,47
4,-4,44
5,2,47
9,1,49
15,1,53
25,-2,52
26,-1,52
20,1,57
20,1,58
24,-1,60
23,-1,59
22,-5,61
23,-8,62
22,-8,61
21,-9,58
21,-10,58
21,-8,57
24,-9,57
25,-8,58
25,-8,56
24,-7,58
24,-7,58
23,-9,59
24,-8,59
24,-8,58
24,-8,59
24,-8,59
25,-8,59
24,-8,59
25,-8,58
24,-8,58
24,-9,58
24,-9,58
24,-8,59
25,-8,59
25,-8,59
25,-9,58
25,-9,58
26,-9,58
25,-9,58
25,-9,58
26,-8,58
26,-8,58
25,-8,58
25,-8,57
24,-8,57
25,-8,57
25,-8,57
28,-7,58
29,-8,58
29,-8,59
28,-8,58
27,-8,58
26,-8,58
26,-8,58
27,-8,58
27,-7,58
27,-7,58
26,-7,58
26,-7,58
27,-8,57
26,-7,57
26,-7,56
27,-7,57
27,-7,57
27,-8,57
27,-7,57
27,-7,57
27,-7,58
27,-7,58
28,-7,58
26,-7,58
27,-7,57
27,-7,58
27,-6,58
27,-7,57
27,-7,58
26,-6,58
27,-7,58
27,-6,58
26,-6,57
26,-6,57
26,-6,56
27,-6,57
28,-7,56
28,-6,58
28,-5,58
28,-6,58
28,-6,58
28,-7,58
28,-7,58
28,-7,57
30,-5,58
28,-4,58
28,-4,57
29,-5,57
30,-5,56
30,-5,56
30,-5,56
29,-5,55
29,-5,55
30,-5,55
30,-5,54
30,-5,54
29,-5,54
29,-5,54
29,-5,54
30,-5,56
30,-5,57
30,-5,58
29,-4,59
29,-3,59
30,-3,58
31,-3,58
31,-3,56
31,-3,55
30,-3,55
28,-3,55
28,-3,55
28,-3,56
28,-3,57
29,-3,56
28,-4,56
29,-4,57
30,-3,58
30,-4,58
29,-3,58
27,-2,58
27,-3,57
27,-3,56
27,-4,55
28,-5,51
29,-7,50
27,-6,49
26,-3,51
25,-2,49
26,-1,48
33,3,58
15,9,51
22,14,63
21,14,63
19,10,63
16,15,62
18,14,62
16,12,57
15,13,55
12,19,67
15,16,69
21,18,76
32,14,66
35,14,59
26,13,57
26,12,56
27,11,55
29,8,58
29,8,58
30,7,56
30,7,56
29,8,57
28,9,56
27,9,57
25,9,58
25,9,58
24,9,58
26,9,58
26,10,57
27,10,58
27,10,57
27,11,58
26,11,57
26,10,58
26,10,58
27,10,57
27,10,57
26,10,58
26,10,57
26,10,58
26,11,58
26,11,57
26,11,58
26,11,58
26,10,57
26,10,57
27,11,57
27,11,57
26,11,57
26,11,57
27,11,57
26,11,57
26,11,57
27,10,57
26,11,57
26,11,57
26,11,57
26,11,57
26,11,57
26,11,57
26,11,57
26,11,57
27,12,57
27,12,58
27,12,57
27,11,57
26,11,57
26,11,57
26,11,57
26,11,57
26,11,57
26,11,57
26,11,57
26,11,58
26,11,57
26,11,57
26,11,57
26,11,57
26,12,57
26,12,57
26,11,57
26,11,57
26,11,58
26,11,57
26,11,57
26,11,57
26,11,57
26,12,57
26,12,57
26,11,57
26,11,57
26,11,57
26,11,57
26,11,57
26,11,57
26,11,57
26,11,57
26,11,57
27,11,57
26,11,57
26,11,57
26,11,57
26,11,57
26,11,57
26,11,57
26,11,57
26,11,57
26,11,57
26,11,57
26,11,57
26,11,57
26,11,57
26,11,57
26,11,57
27,11,58
26,11,57
27,11,57
26,12,57
27,11,57
27,11,58
27,12,58
25,11,57
25,11,57
25,11,57
27,11,58
29,10,58
25,11,59
29,14,61
24,16,63
23,15,66
24,21,70
22,24,66
15,36,74
22,10,73
-14,13,57
7,5,66
5,4,62
7,-8,62
4,-7,59
6,-18,56
4,-22,51
-5,-24,42
-5,-30,39
-11,-33,41
-31,-27,49
-33,-34,46
-34,-28,48
-35,-24,49
-36,-19,51
-30,-19,47
-38,-20,61
-36,-2,62
-8,-5,56
-36,-7,60
-24,-16,61
-29,-17,57
-35,-12,58
-33,-13,54
-32,-13,54
-31,-10,56
-30,-11,56
-33,-11,57
-32,-11,56
-31,-12,56
-31,-12,55
-31,-12,57
-32,-12,56
-34,-10,56
-31,-11,56
-32,-10,56
-32,-11,57
-32,-11,56
-31,-10,55
-31,-10,55
-31,-10,57
-32,-11,56
-32,-11,55
-31,-10,55
-32,-10,55
-32,-10,56
-32,-11,56
-32,-11,56
-32,-10,56
-32,-10,56
-32,-10,56
-32,-11,55
-32,-11,55
-33,-11,56
-32,-11,56
-32,-10,56
-32,-11,56
-32,-11,55
-32,-11,55
-33,-11,55
-32,-11,55
-32,-11,55
-33,-10,56
-32,-12,55
-33,-11,55
-32,-11,55
-33,-11,55
-33,-11,55
-33,-12,55
-33,-11,55
-33,-10,56
-32,-11,55
-33,-11,55
-33,-11,56
-33,-11,55
-32,-11,55
-33,-10,55
-33,-11,55
-33,-11,55
-33,-11,55
-32,-11,56
-33,-11,55
-33,-11,55
-33,-10,56
-32,-11,55
-33,-11,55
-33,-11,55
-33,-11,55
-32,-11,55
-33,-11,56
-33,-11,55
-33,-11,55
-33,-11,55
-33,-11,56
-32,-11,55
-33,-11,55
-33,-11,55
-33,-11,55
-32,-11,55
-33,-11,55
-33,-12,56
-33,-11,55
-33,-11,55
-32,-11,56
-33,-11,55
-33,-11,55
-33,-11,55
-32,-11,55
-33,-11,55
-33,-11,55
-33,-11,55
-33,-11,56
-33,-11,55
-33,-11,54
-33,-10,55
-33,-10,55
-33,-11,55
-33,-11,55
-33,-11,55
-33,-10,55
-33,-11,55
-33,-11,55
-33,-11,55
-33,-11,55
-33,-11,56
-33,-11,55
-33,-11,55
-33,-10,55
-33,-11,55
-33,-11,56
-33,-11,55
-33,-10,55
-32,-11,55
-33,-11,56
-33,-11,55
-33,-11,55
-33,-11,55
-33,-10,55
-32,-11,55
-34,-11,55
-33,-11,55
-33,-10,55
-33,-11,55
-33,-10,55
-33,-11,55
-33,-11,55
-33,-11,55
-33,-11,55
-33,-11,55
-33,-11,55
-33,-11,55
-33,-11,55
-33,-11,55
-33,-11,55
-33,-11,55
-33,-11,55
-33,-11,55
-33,-11,55
-33,-11,55
-33,-11,55
-33,-11,55
-33,-11,55
-32,-11,55
-33,-11,55
-33,-12,55
-33,-11,55
-33,-11,55
-33,-11,55
-33,-11,55
-33,-11,55
-33,-11,55
-33,-11,55
-33,-11,55
-33,-11,55
-33,-11,55
-33,-11,55
-33,-11,55
-33,-11,55
-33,-11,55
-33,-11,55
-33,-12,56
-33,-12,55
-33,-11,55
-33,-10,55
-33,-11,55
-34,-11,56
-32,-11,56
-33,-11,55
-33,-10,55
-33,-11,55
-33,-12,55
-33,-11,55
-33,-11,55
-33,-10,55
-33,-11,55
-33,-11,55
-33,-11,55
-33,-11,55
-33,-10,55
-33,-10,55
-33,-11,55
-33,-11,55
-33,-11,55
-33,-10,55
-33,-10,55
-33,-10,55
-33,-10,55
-33,-10,55
-33,-11,55
-33,-10,55
-33,-11,55
-33,-11,55
-33,-10,55
-33,-10,55
-33,-10,55
-33,-10,55
-33,-10,55
-33,-11,55
-33,-11,55
-33,-10,56
-33,-11,55
-33,-10,56
-33,-11,55
-33,-10,55
-33,-11,56
-33,-11,55
-33,-11,55
-33,-11,55
-32,-10,55
-32,-10,54
-33,-11,54
-33,-11,56
-33,-12,55
-33,-11,55
-33,-11,55
-33,-11,55
-33,-11,56
-33,-11,55
-33,-11,55
-33,-10,55
-33,-11,55
-33,-11,55
-33,-11,55
-33,-11,55
-33,-11,55
-33,-11,55
-33,-11,55
-33,-11,55
-33,-11,55
-33,-11,55
-33,-11,55
-33,-11,55
-33,-11,55
-33,-11,55
-33,-11,55
-33,-11,55
-33,-11,55
-33,-11,55
-34,-11,55
-34,-11,55
-33,-11,55
-33,-11,55
-33,-11,55
-33,-11,55
-33,-11,55
-33,-11,55
-33,-11,55
-33,-11,55
-33,-11,55
-33,-11,55
-33,-11,55
-33,-11,55
-33,-11,55
-33,-11,55
-33,-11,55
-33,-11,55
-33,-11,55
-33,-11,55
-33,-11,55
-33,-11,55
-33,-11,55
-33,-11,55
-33,-11,55
-33,-11,55
-33,-11,55
-33,-11,55
-33,-11,55
-33,-11,55
-33,-11,55
-33,-11,55
-33,-11,55
-33,-11,55
-33,-11,55
-33,-11,55
-33,-11,55
-33,-11,55
-33,-11,55
-33,-11,55
-33,-10,55
-33,-11,55
-33,-11,55
-33,-11,55
-33,-11,55
-33,-11,55
-33,-11,55
-33,-10,55
-33,-11,55
-33,-10,55
-33,-11,55
-33,-11,55
-33,-11,55
-33,-11,55
-33,-11,55
-33,-11,55
-33,-11,55
-33,-11,55
-33,-11,55
-33,-11,55
-33,-11,55
-33,-10,55
-33,-11,55
-33,-10,55
-33,-11,55
-33,-11,55
