1643794695.5373404,6.01
1643794700.0373404,6.64
1643794704.5373404,6.73
1643794709.0373404,6.18
1643794713.5373404,6.43
1643794718.0373404,6.49
1643794722.5373404,6.47
1643794727.0373404,6.23
1643794731.5373404,6.15
1643794736.0373404,5.8
1643794740.5373404,6.56
1643794745.0373404,5.93
1643794749.5373404,6.15
1643794754.0373404,6.51
1643794758.5373404,6.5
1643794763.0373404,6.47
1643794767.5373404,6.46
1643794772.0373404,6.24
1643794776.5373404,6.07
1643794781.0373404,6.11
1643794785.5373404,5.62
1643794790.0373404,6.08
1643794794.5373404,6.64
1643794799.0373404,6.5
1643794803.5373404,6.41
1643794808.0373404,6.55
1643794812.5373404,6.47
1643794817.0373404,6.26
1643794821.5373404,6.83
1643794826.0373404,6.36
1643794830.5373404,6.3
1643794835.0373404,6.24
1643794839.5373404,6.74
1643794844.0373404,6.3
1643794848.5373404,6.29
1643794853.0373404,6.4
1643794857.5373404,6.37
1643794862.0373404,6.57
1643794866.5373404,5.91
1643794871.0373404,6.29
1643794875.5373404,5.98
1643794880.0373404,6.39
1643794884.5373404,6.56
1643794889.0373404,6.13
1643794893.5373404,6.45
1643794898.0373404,6.2
1643794902.5373404,6.73
1643794907.0373404,6.73
1643794911.5373404,6.58
1643794916.0373404,6.15
1643794920.5373404,6.33
1643794925.0373404,6.01
1643794929.5373404,6.01
1643794934.0373404,6.11
1643794938.5373404,6.02
1643794943.0373404,6.42
1643794947.5373404,6.29
1643794952.0373404,6.31
1643794956.5373404,6.3
1643794961.0373404,6.58
1643794965.5373404,6.35
1643794970.0373404,6.11
1643794974.5373404,6.28
1643794979.0373404,6.35
1643794983.5373404,6.31
1643794988.0373404,6.59
1643794992.5373404,6.46
1643794997.0373404,6.77
1643795001.5373404,6.43
1643795006.0373404,7.02
1643795010.5373404,6.99
1643795015.0373404,6.14
1643795019.5373404,6.26
1643795024.0373404,6.3
1643795028.5373404,6.16
1643795033.0373404,6.23
1643795037.5373404,6.57
1643795042.0373404,6.51
1643795046.5373404,6.23
1643795051.0373404,6.22
1643795055.5373404,6.12
1643795060.0373404,5.97
1643795064.5373404,6.83
1643795069.0373404,6.52
1643795073.5373404,6.88
1643795078.0373404,6.84
1643795082.5373404,6.29
1643795087.0373404,6.37
1643795091.5373404,6.21
1643795096.0373404,5.96
1643795100.5373404,6.23
1643795105.0373404,6.17
1643795109.5373404,5.84
1643795114.0373404,6.38
1643795118.5373404,6.51
1643795123.0373404,6.57
1643795127.5373404,5.73
1643795132.0373404,6.24
1643795136.5373404,6.57
1643795141.0373404,6.36
1643795145.5373404,6.12
1643795150.0373404,6.17
1643795154.5373404,6.25
1643795159.0373404,6.16
1643795163.5373404,6.81
1643795168.0373404,5.95
1643795172.5373404,6.52
1643795177.0373404,6.32
1643795181.5373404,6.47
1643795186.0373404,6.4
1643795190.5373404,6.42
1643795195.0373404,6.14
1643795199.5373404,6.48
1643795204.0373404,6.52
1643795208.5373404,6.51
1643795213.0373404,6.21
1643795217.5373404,6.07
1643795222.0373404,6.29
1643795226.5373404,6.22
1643795231.0373404,6.2
1643795235.5373404,6.25
1643795240.0373404,6.59
1643795244.5373404,6.35
1643795249.0373404,6.53
