1631079500.000000, IBI
1431.671875,0.656250
1432.328125,0.656250
1547.828125,0.343750
1570.406250,0.656250
1629.921875,0.500000
1681.093750,0.562500
1681.750000,0.656250
1710.171875,0.359375
1710.593750,0.421875
1956.671875,0.546875
1981.656250,0.468750
1984.656250,0.500000
1985.125000,0.468750
1985.562500,0.437500
2088.937500,0.406250
2089.312500,0.375000
2253.953125,0.671875
2359.328125,0.593750
2359.984375,0.656250
2360.562500,0.578125
2369.093750,0.500000
2400.234375,0.484375
2400.625000,0.390625
2452.125000,0.453125
2461.390625,0.328125
2461.718750,0.328125
2462.156250,0.437500
2473.765625,0.843750
2670.765625,0.531250
2719.859375,0.359375
2720.265625,0.406250
2765.031250,0.468750
2765.500000,0.468750
2765.953125,0.453125
2771.953125,0.625000
2882.781250,0.718750
2883.359375,0.578125
2910.843750,1.031250
2919.875000,0.671875
3056.906250,0.796875
3199.968750,0.812500
3234.640625,0.484375
3235.312500,0.671875
3236.046875,0.734375
3236.718750,0.671875
3237.578125,0.859375
3238.312500,0.734375
3241.437500,0.562500
3242.187500,0.750000
3242.750000,0.562500
3243.328125,0.578125
3324.921875,0.390625
3380.421875,0.656250
3584.765625,0.562500
3717.953125,0.468750
4055.453125,0.718750
4088.843750,0.375000
4106.093750,0.390625
4106.656250,0.562500
4117.265625,0.671875
4117.843750,0.578125
4120.109375,0.453125
4136.312500,0.546875
4136.984375,0.671875
4150.546875,0.562500
4154.375000,0.593750
4167.843750,0.703125
4277.484375,0.671875
4293.796875,0.328125
4294.265625,0.468750
4352.562500,0.593750
4420.500000,0.515625
4435.218750,0.359375
4435.656250,0.437500
4530.406250,0.906250
4531.406250,1.000000
4574.359375,0.546875
4654.031250,0.406250
4665.500000,0.562500
4709.812500,0.562500
4740.109375,0.500000
4740.500000,0.390625
4782.000000,0.531250
4782.546875,0.546875
4783.015625,0.468750
4783.500000,0.484375
4799.734375,0.656250
4821.187500,0.687500
4821.828125,0.640625
4824.468750,0.656250
4856.406250,0.468750
4954.062500,0.531250
5043.515625,0.812500
5044.484375,0.968750
5045.515625,1.031250
5069.468750,0.359375
5082.718750,0.640625
5113.015625,0.750000
5142.187500,0.687500
5193.421875,0.453125
5211.140625,0.531250
5211.750000,0.609375
5212.359375,0.609375
5287.406250,0.750000
5482.765625,0.531250
5483.296875,0.531250
5494.109375,0.734375
5494.906250,0.796875
5495.859375,0.953125
5496.546875,0.687500
5538.578125,0.375000
5562.781250,0.796875
5678.156250,0.343750
5747.625000,0.765625
5757.484375,0.375000
5757.937500,0.453125
5758.421875,0.484375
5836.125000,0.578125
5926.421875,0.484375
5926.906250,0.484375
5971.328125,0.484375
5971.718750,0.390625
5972.218750,0.500000
5972.578125,0.359375
5972.921875,0.343750
5978.031250,0.562500
6007.171875,0.437500
6007.703125,0.531250
6052.046875,0.640625
6166.468750,0.468750
6167.156250,0.687500
6167.812500,0.656250
6168.562500,0.750000
6185.671875,0.484375
6186.125000,0.453125
6241.265625,0.578125
6419.953125,0.671875
6512.734375,0.734375
6702.234375,0.390625
6859.937500,0.531250
6932.968750,0.468750
7196.437500,1.109375
7208.343750,0.703125
7208.937500,0.593750
7209.531250,0.593750
7241.656250,0.359375
7336.500000,0.328125
7336.937500,0.437500
7337.328125,0.390625
7483.640625,0.687500
7484.281250,0.640625
7508.062500,0.671875
7508.625000,0.562500
7509.281250,0.656250
7510.031250,0.750000
7695.140625,0.484375
7695.687500,0.546875
7729.656250,0.328125
7735.578125,0.437500
7736.046875,0.468750
7781.609375,0.718750
7782.156250,0.546875
7782.656250,0.500000
7783.375000,0.718750
7849.093750,0.593750
7862.109375,0.765625
7862.890625,0.781250
7863.515625,0.625000
7868.828125,0.484375
8202.687500,0.390625
8361.765625,0.796875
8362.609375,0.843750
8363.484375,0.875000
8824.343750,0.406250
8832.562500,0.359375
8954.296875,0.671875
8979.593750,0.359375
9192.093750,0.921875
9192.781250,0.687500
9207.531250,0.812500
9208.343750,0.812500
9209.046875,0.703125
9209.750000,0.703125
9210.359375,0.609375
9308.218750,0.671875
9629.843750,0.484375
9630.187500,0.343750
9630.671875,0.484375
9663.781250,0.593750
9760.875000,0.390625
9868.109375,0.859375
9868.875000,0.765625
10019.640625,0.671875
10020.328125,0.687500
10061.218750,0.437500
10095.343750,0.578125
10119.359375,0.453125
10368.140625,0.390625
10827.843750,1.484375
10990.515625,0.453125
11312.468750,0.656250
11313.140625,0.671875
11313.828125,0.687500
11314.468750,0.640625
11487.406250,0.796875
11498.500000,0.531250
11498.906250,0.406250
11630.843750,0.328125
11639.812500,0.375000
11640.218750,0.406250
11688.078125,0.531250
11875.468750,0.875000
11876.218750,0.750000
11876.875000,0.656250
11877.734375,0.859375
11878.453125,0.718750
11922.750000,0.328125
12038.281250,1.359375
12039.250000,0.968750
12040.625000,1.375000
12046.093750,0.656250
12275.296874,0.625000
12276.031249,0.734375
12288.984374,0.406250
12370.140624,0.687500
12400.578124,0.687500
12401.140624,0.562500
12424.624999,0.609375
12425.328124,0.703125
12680.593749,0.593750
12742.281249,0.765625
12743.078124,0.796875
12744.015624,0.937500
13182.890624,0.453125
13183.265624,0.375000
13266.406249,0.375000
13266.859374,0.453125
13315.812499,0.921875
13381.906249,0.671875
13672.890624,0.921875
13775.187499,1.046875
13776.124999,0.937500
13789.671874,0.968750
13806.218749,1.062500
13839.687499,0.796875
13840.499999,0.812500
13847.906249,0.546875
13848.546874,0.640625
14119.171874,0.406250
14269.031249,0.421875
14300.968749,0.437500
14329.562499,0.328125
14430.937499,0.687500
14504.953124,1.156250
