"rt","stimulus","button_pressed","trial_type","trial_index","time_elapsed","internal_node_id","BDS_modality","subject","key_press","designation","span","answer","correct","was_correct","spanHistory","max_span","total_correct","value"
"1408","<p>Willkommen bei der <b>Ziffernspannen-Aufgabe.</b></p><p>Bei jedem Versuch h&ouml;ren Sie eine Ziffernfolge und sollen diese in umgekehrter Reihenfolge wiedergeben.</p><p>Zum Beispiel, falls sie die Zahlen <b style=""color:blue;"">Eins</b>, <b style=""color:blue;"">Zwei</b>, <b style=""color:blue;"">Drei</b>, geh&ouml;rt haben, dann antworten Sie mit <b style=""color:blue;"">3</b>, <b style=""color:blue;"">2</b>, <b style=""color:blue;"">1</b></p><p>Um eine hohe Qualit&auml;t der Daten zu gew&auml;hrleisten, ist es sehr wichtig, dass Sie keine Ged&auml;chtnisst&uuml;tze (z.B. Stift und Papier) verwenden.<br>Bitte bearbeiten Sie die Aufgabe ausschlie&#223;lich im Kopf.</p><p>Es werden insgesamt 12 Durchl&auml;ufe gemacht. Die Teilname dauert etwa 10 Minuten. Am Ende sehen sie Ihre erreichte Punktzahl.</p>","0","html-button-response","0","1410","0.0-0.0-0.0","auditory","A03F50","","","","","","","","","",""
"1732","<p>Test 1 von 12</p>","0","html-button-response","1","3142","0.0-0.0-1.0-0.0-0.0","auditory","A03F50","","","","","","","","","",""
"null","digits/four.wav","","audio-keyboard-response","2","4462","0.0-0.0-1.0-0.0-1.0-0.0","auditory","A03F50","null","","","","","","","","",""
"null","digits/eight.wav","","audio-keyboard-response","3","5341","0.0-0.0-1.0-0.0-1.1-0.1","auditory","A03F50","null","","","","","","","","",""
"null","digits/two.wav","","audio-keyboard-response","4","6402","0.0-0.0-1.0-0.0-1.2-0.2","auditory","A03F50","null","","","","","","","","",""
"8024","<div class = numbox><p>Wie lauteten die Zahlen <b>in umgekehrter Reihenfolge</b>?<br> Antwort mit Enter-Taste best&auml;tigen.</p><button id = button_1 class = ""square num-button"" onclick = ""recordClick(this)""><div class = content><div class = numbers>1</div></div></button><button id = button_2 class = ""square num-button"" onclick = ""recordClick(this)""><div class = content><div class = numbers>2</div></div></button><button id = button_3 class = ""square num-button"" onclick = ""recordClick(this)""><div class = content><div class = numbers>3</div></div></button><button id = button_4 class = ""square num-button"" onclick = ""recordClick(this)""><div class = content><div class = numbers>4</div></div></button><button id = button_5 class = ""square num-button"" onclick = ""recordClick(this)""><div class = content><div class = numbers>5</div></div></button><button id = button_6 class = ""square num-button"" onclick = ""recordClick(this)""><div class = content><div class = numbers>6</div></div></button><button id = button_7 class = ""square num-button"" onclick = ""recordClick(this)""><div class = content><div class = numbers>7</div></div></button><button id = button_8 class = ""square num-button"" onclick = ""recordClick(this)""><div class = content><div class = numbers>8</div></div></button><button id = button_9 class = ""square num-button"" onclick = ""recordClick(this)""><div class = content><div class = numbers>9</div></div></button><button class = clear_button id = ""ClearButton"" onclick = ""clearResponse()"">L&ouml;schen</button><p><u><b>Ihre Antwort:</b></u></p><div id=echoed_txt style=""font-size: 30px; color:blue;""><b></b></div></div>","","html-keyboard-response","5","14696","0.0-0.0-1.0-0.0-2.0","auditory","A03F50","13","BDS-RESPONSE","3","2,8,4","2,8,4","1","3,4,5,6,6,5,6,6,5,6,6,7","0","0",""
"","","","call-function","6","14696","0.0-0.0-1.0-0.0-3.0","auditory","A03F50","","","","","","","","","",""
"1665","<p>Test 2 von 12</p>","0","html-button-response","7","16362","0.0-0.0-1.1-0.1-0.1","auditory","A03F50","","","","","","","","","",""
"null","digits/five.wav","","audio-keyboard-response","8","17662","0.0-0.0-1.1-0.1-1.3-0.3","auditory","A03F50","null","","","","","","","","",""
"null","digits/one.wav","","audio-keyboard-response","9","18792","0.0-0.0-1.1-0.1-1.4-0.4","auditory","A03F50","null","","","","","","","","",""
"null","digits/eight.wav","","audio-keyboard-response","10","19672","0.0-0.0-1.1-0.1-1.5-0.5","auditory","A03F50","null","","","","","","","","",""
"null","digits/two.wav","","audio-keyboard-response","11","20722","0.0-0.0-1.1-0.1-1.6-0.6","auditory","A03F50","null","","","","","","","","",""
"7425","<div class = numbox><p>Wie lauteten die Zahlen <b>in umgekehrter Reihenfolge</b>?<br> Antwort mit Enter-Taste best&auml;tigen.</p><button id = button_1 class = ""square num-button"" onclick = ""recordClick(this)""><div class = content><div class = numbers>1</div></div></button><button id = button_2 class = ""square num-button"" onclick = ""recordClick(this)""><div class = content><div class = numbers>2</div></div></button><button id = button_3 class = ""square num-button"" onclick = ""recordClick(this)""><div class = content><div class = numbers>3</div></div></button><button id = button_4 class = ""square num-button"" onclick = ""recordClick(this)""><div class = content><div class = numbers>4</div></div></button><button id = button_5 class = ""square num-button"" onclick = ""recordClick(this)""><div class = content><div class = numbers>5</div></div></button><button id = button_6 class = ""square num-button"" onclick = ""recordClick(this)""><div class = content><div class = numbers>6</div></div></button><button id = button_7 class = ""square num-button"" onclick = ""recordClick(this)""><div class = content><div class = numbers>7</div></div></button><button id = button_8 class = ""square num-button"" onclick = ""recordClick(this)""><div class = content><div class = numbers>8</div></div></button><button id = button_9 class = ""square num-button"" onclick = ""recordClick(this)""><div class = content><div class = numbers>9</div></div></button><button class = clear_button id = ""ClearButton"" onclick = ""clearResponse()"">L&ouml;schen</button><p><u><b>Ihre Antwort:</b></u></p><div id=echoed_txt style=""font-size: 30px; color:blue;""><b></b></div></div>","","html-keyboard-response","12","28406","0.0-0.0-1.1-0.1-2.1","auditory","A03F50","13","BDS-RESPONSE","4","2,8,1,5","2,8,1,5","1","3,4,5,6,6,5,6,6,5,6,6,7","3","1",""
"","","","call-function","13","28406","0.0-0.0-1.1-0.1-3.1","auditory","A03F50","","","","","","","","","",""
"2496","<p>Test 3 von 12</p>","0","html-button-response","14","30903","0.0-0.0-1.2-0.2-0.2","auditory","A03F50","","","","","","","","","",""
"null","digits/one.wav","","audio-keyboard-response","15","32291","0.0-0.0-1.2-0.2-1.7-0.7","auditory","A03F50","null","","","","","","","","",""
"null","digits/eight.wav","","audio-keyboard-response","16","33172","0.0-0.0-1.2-0.2-1.8-0.8","auditory","A03F50","null","","","","","","","","",""
"null","digits/seven.wav","","audio-keyboard-response","17","34251","0.0-0.0-1.2-0.2-1.9-0.9","auditory","A03F50","null","","","","","","","","",""
"null","digits/three.wav","","audio-keyboard-response","18","35261","0.0-0.0-1.2-0.2-1.10-0.10","auditory","A03F50","null","","","","","","","","",""
"null","digits/two.wav","","audio-keyboard-response","19","36311","0.0-0.0-1.2-0.2-1.11-0.11","auditory","A03F50","null","","","","","","","","",""
"6618","<div class = numbox><p>Wie lauteten die Zahlen <b>in umgekehrter Reihenfolge</b>?<br> Antwort mit Enter-Taste best&auml;tigen.</p><button id = button_1 class = ""square num-button"" onclick = ""recordClick(this)""><div class = content><div class = numbers>1</div></div></button><button id = button_2 class = ""square num-button"" onclick = ""recordClick(this)""><div class = content><div class = numbers>2</div></div></button><button id = button_3 class = ""square num-button"" onclick = ""recordClick(this)""><div class = content><div class = numbers>3</div></div></button><button id = button_4 class = ""square num-button"" onclick = ""recordClick(this)""><div class = content><div class = numbers>4</div></div></button><button id = button_5 class = ""square num-button"" onclick = ""recordClick(this)""><div class = content><div class = numbers>5</div></div></button><button id = button_6 class = ""square num-button"" onclick = ""recordClick(this)""><div class = content><div class = numbers>6</div></div></button><button id = button_7 class = ""square num-button"" onclick = ""recordClick(this)""><div class = content><div class = numbers>7</div></div></button><button id = button_8 class = ""square num-button"" onclick = ""recordClick(this)""><div class = content><div class = numbers>8</div></div></button><button id = button_9 class = ""square num-button"" onclick = ""recordClick(this)""><div class = content><div class = numbers>9</div></div></button><button class = clear_button id = ""ClearButton"" onclick = ""clearResponse()"">L&ouml;schen</button><p><u><b>Ihre Antwort:</b></u></p><div id=echoed_txt style=""font-size: 30px; color:blue;""><b></b></div></div>","","html-keyboard-response","20","43190","0.0-0.0-1.2-0.2-2.2","auditory","A03F50","13","BDS-RESPONSE","5","2,3,7,8,1","2,3,7,8,1","1","3,4,5,6,6,5,6,6,5,6,6,7","4","2",""
"","","","call-function","21","43190","0.0-0.0-1.2-0.2-3.2","auditory","A03F50","","","","","","","","","",""
"3142","<p>Test 4 von 12</p>","0","html-button-response","22","46333","0.0-0.0-1.3-0.3-0.3","auditory","A03F50","","","","","","","","","",""
"null","digits/eight.wav","","audio-keyboard-response","23","47472","0.0-0.0-1.3-0.3-1.12-0.12","auditory","A03F50","null","","","","","","","","",""
"null","digits/three.wav","","audio-keyboard-response","24","48492","0.0-0.0-1.3-0.3-1.13-0.13","auditory","A03F50","null","","","","","","","","",""
"null","digits/six.wav","","audio-keyboard-response","25","49562","0.0-0.0-1.3-0.3-1.14-0.14","auditory","A03F50","null","","","","","","","","",""
"null","digits/seven.wav","","audio-keyboard-response","26","50631","0.0-0.0-1.3-0.3-1.15-0.15","auditory","A03F50","null","","","","","","","","",""
"null","digits/five.wav","","audio-keyboard-response","27","51681","0.0-0.0-1.3-0.3-1.16-0.16","auditory","A03F50","null","","","","","","","","",""
"null","digits/one.wav","","audio-keyboard-response","28","52811","0.0-0.0-1.3-0.3-1.17-0.17","auditory","A03F50","null","","","","","","","","",""
